date,open,high,low,close,volume
2021-10-16,61856.01000000,61975.29000000,61562.87000000,61733.96000000,1162.85485000
2021-10-16,61733.96000000,62062.55000000,61446.39000000,61529.95000000,2428.79926000
2021-10-16,61529.94000000,61650.00000000,61385.42000000,61424.73000000,1850.65794000
2021-10-16,61424.72000000,61684.98000000,61324.79000000,61536.07000000,1569.99882000
2021-10-16,61536.07000000,61762.63000000,61430.00000000,61597.26000000,1352.99948000
2021-10-16,61597.26000000,61605.81000000,60398.73000000,60679.14000000,3799.57016000
2021-10-16,60679.14000000,61100.00000000,60521.00000000,61017.59000000,2097.98682000
2021-10-16,61017.61000000,61270.11000000,60750.00000000,60887.55000000,1657.39951000
2021-10-16,60887.55000000,61130.00000000,60642.59000000,60941.04000000,1533.33516000
2021-10-17,60941.04000000,61048.97000000,60515.91000000,60643.17000000,1110.38913000
2021-10-17,60643.17000000,60705.19000000,60150.00000000,60593.01000000,1939.75784000
2021-10-17,60593.00000000,61215.64000000,60512.26000000,61055.65000000,1146.72748000
2021-10-17,61055.65000000,61085.81000000,60808.10000000,60834.34000000,710.60376000
2021-10-17,60834.34000000,61065.77000000,60545.95000000,61029.00000000,981.56451000
2021-10-17,61027.39000000,61300.00000000,60668.19000000,60670.18000000,907.34879000
2021-10-17,60670.18000000,60938.77000000,60500.00000000,60795.35000000,624.15579000
2021-10-17,60795.34000000,61088.60000000,60701.09000000,60875.57000000,656.58612000
2021-10-17,60875.57000000,61167.95000000,60475.76000000,60916.18000000,1575.17935000
2021-10-17,60920.47000000,61405.94000000,60866.49000000,61077.62000000,1227.88100000
2021-10-17,61077.63000000,61220.82000000,60849.56000000,61100.00000000,750.95178000
2021-10-17,61100.00000000,61363.53000000,61044.44000000,61115.85000000,949.38944000
2021-10-17,61115.86000000,61249.93000000,60883.39000000,60912.35000000,1081.45654000
2021-10-17,60912.36000000,60973.10000000,60609.24000000,60648.87000000,935.11174000
2021-10-17,60648.87000000,60856.27000000,60543.01000000,60671.98000000,947.74773000
2021-10-17,60671.98000000,60840.79000000,60299.33000000,60329.54000000,1105.42514000
2021-10-17,60329.54000000,60912.48000000,60322.85000000,60670.93000000,1059.51740000
2021-10-17,60670.92000000,61240.92000000,60619.89000000,61222.81000000,1279.75006000
2021-10-17,61222.81000000,61465.90000000,60919.36000000,61133.33000000,1668.60603000
2021-10-17,61133.33000000,61320.33000000,60935.00000000,60939.89000000,1318.49695000
2021-10-17,60939.90000000,60982.82000000,60700.00000000,60861.23000000,1366.42611000
2021-10-17,60861.23000000,61326.64000000,60605.34000000,61017.04000000,1988.64284000
2021-10-17,61017.04000000,61100.00000000,60756.99000000,61017.77000000,782.42974000
2021-10-17,61017.77000000,61100.26000000,60471.97000000,60764.12000000,1673.09112000
2021-10-18,60764.13000000,61000.00000000,60659.20000000,60971.39000000,1394.94549000
2021-10-18,60971.39000000,61080.00000000,60800.00000000,61029.65000000,1016.93691000
2021-10-18,61029.66000000,61040.59000000,60841.52000000,60976.09000000,667.96846000
2021-10-18,60976.08000000,61000.00000000,60379.56000000,60519.48000000,1576.62668000
2021-10-18,60519.48000000,60519.49000000,58963.00000000,59401.12000000,6793.13137000
2021-10-18,59401.12000000,60694.44000000,59300.21000000,60623.95000000,2805.49831000
2021-10-18,60623.95000000,61328.35000000,60623.94000000,61275.67000000,2882.82366000
2021-10-18,61275.67000000,61718.39000000,61166.07000000,61528.33000000,2251.20739000
2021-10-18,61528.32000000,62471.53000000,61406.27000000,62460.75000000,3532.33111000
2021-10-18,62460.75000000,62578.91000000,62000.00000000,62098.05000000,2302.18458000
2021-10-18,62098.05000000,62329.34000000,61942.40000000,62106.21000000,1355.00902000
2021-10-18,62106.21000000,62271.34000000,61881.00000000,62123.87000000,1031.33897000
2021-10-18,62123.87000000,62419.99000000,62000.01000000,62371.15000000,1300.28084000
2021-10-18,62371.16000000,62533.64000000,62245.39000000,62371.08000000,1477.41613000
2021-10-18,62371.07000000,62456.49000000,62124.65000000,62255.61000000,1429.79086000
2021-10-18,62255.62000000,62695.78000000,61775.38000000,61885.42000000,2542.77046000
2021-10-18,61885.43000000,62464.01000000,61505.00000000,61807.94000000,2786.33609000
2021-10-18,61807.93000000,62143.60000000,60579.02000000,61245.60000000,3524.09070000
2021-10-18,61245.59000000,61524.20000000,60627.59000000,61316.57000000,3513.82253000
2021-10-18,61316.54000000,61556.35000000,60700.00000000,60933.04000000,2630.03879000
2021-10-18,60933.04000000,61170.66000000,60270.00000000,60617.01000000,2755.32615000
2021-10-18,60617.01000000,61943.10000000,59844.45000000,61835.23000000,5289.70285000
2021-10-18,61835.22000000,62213.73000000,61604.99000000,62092.40000000,2802.47134000
2021-10-18,62088.22000000,62200.00000000,61700.00000000,62003.03000000,1748.43716000
2021-10-19,62003.04000000,62377.73000000,61452.00000000,61820.77000000,2563.97342000
2021-10-19,61820.78000000,62093.03000000,61712.86000000,61738.07000000,1327.97457000
2021-10-19,61738.07000000,62050.00000000,61700.00000000,61850.01000000,1151.06836000
2021-10-19,61850.00000000,61850.02000000,61034.05000000,61434.63000000,2485.56853000
2021-10-19,61434.64000000,61600.00000000,61110.00000000,61344.06000000,1346.31660000
2021-10-19,61344.05000000,61881.78000000,61106.40000000,61794.91000000,1034.48150000
2021-10-19,61794.90000000,62099.85000000,61591.97000000,62075.00000000,1037.95583000
2021-10-19,62075.00000000,62104.72000000,61824.26000000,62009.84000000,829.76205000
2021-10-19,62005.60000000,62337.04000000,61802.47000000,61857.74000000,1410.79159000
2021-10-19,61857.75000000,62015.00000000,61526.62000000,61826.96000000,1374.81095000
2021-10-19,61826.95000000,61927.00000000,61678.85000000,61744.44000000,733.25333000
2021-10-19,61744.44000000,62998.00000000,61722.46000000,62588.86000000,3989.31670800
2021-10-19,62588.86000000,62820.20000000,62256.37000000,62429.00000000,1359.08907000
2021-10-19,62429.00000000,62573.24000000,62301.70000000,62476.65000000,1139.51823000
2021-10-19,62476.66000000,62509.30000000,61986.85000000,62194.72000000,1624.49653000
2021-10-19,62194.72000000,62340.00000000,61994.52000000,62297.06000000,1127.15668000
2021-10-19,62297.06000000,62574.42000000,61743.61000000,62539.91000000,1677.87910000
2021-10-19,62539.92000000,62548.06000000,61900.00000000,62139.09000000,1253.42975000
2021-10-19,62139.09000000,62400.00000000,62043.80000000,62249.85000000,1099.51737000
2021-10-19,62249.86000000,62337.41000000,62065.30000000,62128.39000000,967.23449000
2021-10-19,62128.39000000,62515.00000000,62000.00000000,62223.65000000,1751.80697000
2021-10-19,62223.65000000,63278.61000000,62070.00000000,62604.41000000,6361.61017600
2021-10-19,62604.41000000,62686.21000000,61322.22000000,62531.22000000,5253.44850000
2021-10-19,62531.22000000,62800.00000000,62323.00000000,62395.99000000,2113.79897000
2021-10-20,62395.99000000,63180.00000000,62311.02000000,63172.17000000,2134.90857000
2021-10-20,63168.99000000,63480.00000000,63036.50000000,63411.27000000,2945.60015100
2021-10-20,63411.26000000,63628.65000000,63081.37000000,63429.96000000,2636.61756900
2021-10-20,63429.97000000,64299.00000000,63398.20000000,64177.15000000,4507.02225600
2021-10-20,64170.58000000,64343.00000000,63801.00000000,64116.96000000,3084.06124100
2021-10-20,64116.96000000,64192.31000000,63590.00000000,64067.70000000,2006.29465000
2021-10-20,64067.71000000,64230.18000000,63827.99000000,64080.16000000,1527.33075000
2021-10-20,64083.38000000,64486.00000000,63995.00000000,64280.59000000,1549.11414300
2021-10-20,64280.59000000,64375.34000000,63982.76000000,64064.98000000,1194.72577000
2021-10-20,64064.97000000,64192.61000000,63715.66000000,63822.57000000,1311.82723000
2021-10-20,63822.57000000,63939.45000000,63699.60000000,63797.73000000,854.58013000
2021-10-20,63797.73000000,64041.96000000,63793.65000000,63844.67000000,1059.93035000
2021-10-20,63844.67000000,64059.67000000,63767.24000000,64041.00000000,800.77029000
2021-10-20,64041.01000000,64043.96000000,63481.40000000,63779.41000000,1541.42281000
2021-10-20,63779.42000000,64200.69000000,63695.46000000,63811.42000000,1308.62273000
2021-10-20,63811.42000000,64099.99000000,63745.31000000,63999.97000000,855.20994000
2021-10-20,63999.98000000,64250.00000000,63955.40000000,64031.44000000,1409.41153000
2021-10-20,64031.43000000,64195.52000000,63850.00000000,64015.24000000,1088.22666000
2021-10-20,64015.24000000,64050.00000000,63750.00000000,63829.99000000,1924.17280000
2021-10-20,63829.99000000,63930.00000000,63697.69000000,63791.10000000,1166.06561000
2021-10-20,63788.00000000,64555.00000000,63760.00000000,64374.29000000,2809.41594900
2021-10-20,64374.29000000,66100.00000000,64145.51000000,66040.59000000,7392.54692100
2021-10-20,66040.60000000,67000.00000000,65706.07000000,66686.84000000,7402.74804600
2021-10-20,66686.85000000,66900.78000000,66303.99000000,66875.83000000,4104.97566000
2021-10-21,66875.84000000,66940.73000000,66340.01000000,66449.01000000,3275.74181000
2021-10-21,66449.01000000,66538.61000000,66104.32000000,66363.02000000,2434.60668000
2021-10-21,66363.02000000,66700.00000000,66323.27000000,66644.01000000,1671.16055000
2021-10-21,66644.00000000,66700.00000000,66238.00000000,66397.59000000,1722.61368000
2021-10-21,66397.60000000,66444.47000000,65662.95000000,66002.03000000,2444.83825000
2021-10-21,65993.78000000,66064.90000000,65567.00000000,65807.50000000,1289.63837000
2021-10-21,65807.50000000,66096.26000000,65462.00000000,65903.19000000,1202.87007000
2021-10-21,65903.19000000,66189.81000000,65854.74000000,66001.41000000,1162.81302000
2021-10-21,66001.40000000,66033.64000000,65550.66000000,65622.05000000,2209.33413000
2021-10-21,65622.04000000,65700.00000000,64620.00000000,64992.18000000,3433.82749000
2021-10-21,64992.18000000,65381.41000000,64062.82000000,64940.18000000,4545.41706000
2021-10-21,64940.17000000,65195.00000000,64432.30000000,65069.02000000,2351.07654000
2021-10-21,65069.03000000,65192.04000000,64612.00000000,65042.99000000,1570.10513000
2021-10-21,65042.99000000,65162.00000000,64800.41000000,64825.71000000,1325.62674000
2021-10-21,64825.72000000,65024.45000000,64142.01000000,64679.39000000,2332.11889000
2021-10-21,64677.45000000,65272.86000000,64425.19000000,65100.70000000,1874.25596000
2021-10-21,65100.70000000,66124.17000000,65064.35000000,65882.09000000,3115.90698000
2021-10-21,65882.09000000,66639.74000000,65865.53000000,66185.89000000,2857.02030000
2021-10-21,66185.89000000,66236.91000000,65555.00000000,65590.99000000,2581.51189000
2021-10-21,65590.98000000,65975.35000000,64175.00000000,64827.90000000,5674.15993000
2021-10-21,64836.51000000,65220.00000000,64366.72000000,65060.14000000,2938.02513000
2021-10-21,65060.15000000,65599.98000000,64681.26000000,64752.24000000,2238.42203000
2021-10-21,64752.25000000,64900.00000000,62888.00000000,63648.66000000,6666.08438000
2021-10-21,63648.65000000,63888.00000000,62000.00000000,62971.20000000,5869.25241000
2021-10-22,62971.20000000,63645.10000000,62188.00000000,62800.52000000,3443.52518000
2021-10-22,62798.49000000,63342.37000000,62412.76000000,62487.00000000,2118.87474000
2021-10-22,62486.99000000,63200.00000000,62486.99000000,62737.67000000,1997.10687000
2021-10-22,62737.67000000,63500.00000000,62569.02000000,62802.07000000,2324.55814000
2021-10-22,62801.57000000,63186.94000000,62350.00000000,62665.11000000,2250.57308000
2021-10-22,62665.11000000,63024.79000000,62222.22000000,62747.97000000,1274.83668000
2021-10-22,62740.76000000,63109.00000000,62387.51000000,62437.56000000,1572.06944000
2021-10-22,62442.49000000,62707.68000000,62000.00000000,62193.15000000,1974.95625000
2021-10-22,62193.15000000,62900.00000000,62000.00000000,62789.22000000,4458.45612000
2021-10-22,62789.22000000,63062.21000000,62560.00000000,62566.89000000,1612.74362000
2021-10-22,62566.88000000,63013.68000000,62520.00000000,62840.00000000,1223.80338000
2021-10-22,62839.99000000,63351.02000000,62823.55000000,63237.90000000,1384.71237000
2021-10-22,63237.90000000,63303.50000000,62853.80000000,63038.00000000,1091.84314000
2021-10-22,63038.00000000,63184.56000000,62780.00000000,63013.04000000,1282.22513000
2021-10-22,63013.04000000,63209.75000000,62464.60000000,62724.00000000,1558.21860000
2021-10-22,62723.99000000,63408.85000000,62604.36000000,63371.33000000,2051.43691000
2021-10-22,63371.33000000,63640.93000000,63248.42000000,63569.55000000,1895.70187000
2021-10-22,63569.56000000,63732.39000000,63156.00000000,63290.28000000,1710.95079000
2021-10-22,63371.33000000,63640.93000000,63248.42000000,63569.55000000,1895.70187000
2021-10-22,63569.56000000,63732.39000000,63156.00000000,63290.28000000,1710.95079000
2021-10-22,63290.29000000,63335.30000000,62874.71000000,63186.07000000,1230.73061000
2021-10-22,63186.06000000,63454.72000000,63166.49000000,63376.80000000,1055.64073000
2021-10-22,63376.81000000,63652.58000000,63131.19000000,63641.97000000,1276.12486000
2021-10-22,63641.98000000,63709.50000000,62320.00000000,62415.99000000,2750.30112000
2021-10-22,62416.00000000,62447.87000000,61111.00000000,61571.98000000,6539.61758000
2021-10-22,61571.99000000,61716.91000000,60478.10000000,60690.94000000,5339.70402000
2021-10-23,60690.94000000,61390.07000000,60000.00000000,61154.70000000,6022.52345000
2021-10-23,61154.71000000,61299.00000000,60482.01000000,60576.03000000,2108.35255000
2021-10-23,60576.02000000,60900.00000000,60213.63000000,60638.65000000,1813.27709000
2021-10-23,60638.66000000,61050.01000000,60335.01000000,61032.70000000,1438.11738000
2021-10-23,61032.71000000,61240.00000000,60697.95000000,60731.48000000,1667.99385000
2021-10-23,60731.48000000,60986.89000000,60129.63000000,60404.07000000,1228.49141000
2021-10-23,60404.07000000,60825.52000000,60310.00000000,60639.15000000,830.62422000
2021-10-23,60639.15000000,60889.59000000,60614.00000000,60688.22000000,547.76806000
2021-10-23,60688.23000000,61175.00000000,60358.00000000,61172.88000000,1302.37971000
2021-10-23,61174.99000000,61239.55000000,60855.76000000,61029.13000000,785.58090000
2021-10-23,61029.13000000,61247.55000000,60977.44000000,61134.91000000,762.78964000
2021-10-23,61134.91000000,61258.43000000,61023.73000000,61236.52000000,553.38547000
2021-10-23,61236.52000000,61567.11000000,61020.01000000,61153.51000000,1417.45580000
2021-10-23,61153.52000000,61250.14000000,60862.06000000,60990.00000000,737.70456000
2021-10-23,60990.00000000,61097.49000000,60750.00000000,61047.63000000,615.01544000
2021-10-23,61047.63000000,61099.52000000,60705.00000000,60880.00000000,837.70499000
2021-10-23,60879.99000000,61150.00000000,60879.00000000,61075.04000000,713.44072000
2021-10-23,61085.50000000,61115.72000000,60313.00000000,60667.63000000,1320.01752000
2021-10-23,60667.63000000,60792.24000000,60075.94000000,60125.63000000,1085.01242000
2021-10-23,60125.62000000,61688.00000000,59562.15000000,61552.23000000,5167.86717000
2021-10-23,61552.24000000,61747.64000000,61304.28000000,61535.31000000,1444.82638000
2021-10-23,61535.31000000,61700.00000000,61188.35000000,61322.06000000,1014.85593000
2021-10-23,61322.06000000,61478.08000000,60963.15000000,61030.80000000,1093.66819000
2021-10-23,61030.80000000,61550.00000000,60710.36000000,61446.87000000,1762.79948000
2021-10-24,61449.99000000,61632.29000000,60950.01000000,61138.47000000,1716.98263000
2021-10-24,61139.31000000,61362.27000000,60958.08000000,61239.01000000,976.35948000
2021-10-24,61239.00000000,61409.56000000,61100.00000000,61311.14000000,732.68158000
2021-10-24,61311.14000000,61325.00000000,60902.00000000,61008.02000000,663.60151000
2021-10-24,61008.02000000,61125.00000000,60817.46000000,61124.00000000,614.65846000
2021-10-24,61124.00000000,61455.27000000,60918.91000000,61031.87000000,727.61836000
2021-10-24,61031.87000000,61362.98000000,60941.41000000,61018.45000000,743.57322000
2021-10-24,61018.45000000,61346.04000000,60927.53000000,61286.75000000,836.95722000
2021-10-24,61286.75000000,61500.00000000,61058.85000000,61084.84000000,955.39674000
2021-10-24,61084.84000000,61157.56000000,60934.00000000,60994.70000000,687.22330000
2021-10-24,60994.69000000,61272.98000000,60820.00000000,61175.33000000,794.07406000
2021-10-24,61175.34000000,61289.90000000,61093.81000000,61227.76000000,435.14976000
2021-10-24,61227.77000000,61250.00000000,60840.08000000,60994.06000000,641.87802000
2021-10-24,60994.06000000,61142.28000000,60831.67000000,60900.00000000,416.76296000
2021-10-24,60900.01000000,61115.00000000,60625.38000000,60702.86000000,851.57111000
2021-10-24,60702.87000000,60942.49000000,60572.20000000,60687.82000000,770.68917000
2021-10-24,60687.82000000,60714.19000000,60434.93000000,60526.70000000,1113.41366000
2021-10-24,60526.69000000,61273.69000000,60429.88000000,60799.70000000,1479.19566000
